Timestamp;Map;PlayersNumber;TeamComposition;EnemyComposition;Duration;Victory;KillingBlows;Damage;Healing;Honor;RatingChange;MMR;EnemyMMR;Specialization;isRated
1621730203;572;6;MONK-Mistweaver-Mysticallx,SHAMAN-Elemental-Thunderbudx-Stonemaul,WARRIOR-Arms-Budplat-Stonemaul;MAGE-Fire-Nerdz-Sargeras,PALADIN-Holy-Vindi-Korgath,PRIEST-Shadow-Tatersp-Mal'Ganis;794;true;0;39364;1305216;0;13;2411;2405;Mistweaver;true
1621729313;1552;6;MONK-Mistweaver-Mysticallx,SHAMAN-Elemental-Thunderbudx-Stonemaul,WARRIOR-Arms-Budplat-Stonemaul;PALADIN-Holy-Zingsorry-Tichondrius,PALADIN-Retribution-Sangthedad-Tichondrius,WARLOCK-Affliction-Sorrypark-Tichondrius;687;true;0;25998;1695450;0;15;2369;2430;Mistweaver;true
1621728346;1504;6;MONK-Mistweaver-Mysticallx,SHAMAN-Elemental-Thunderbudx-Stonemaul,WARRIOR-Arms-Budplat-Stonemaul;PALADIN-Holy-Zingsorry-Tichondrius,PALADIN-Retribution-Sangthedad-Tichondrius,WARLOCK-Affliction-Sorrypark-Tichondrius;261;false;0;9305;670551;0;-10;2397;2402;Mistweaver;true
1621727967;1504;6;MONK-Mistweaver-Mysticallx,SHAMAN-Elemental-Thunderbudx-Stonemaul,WARRIOR-Arms-Budplat-Stonemaul;MAGE-Fire-Damãge-Illidan,PALADIN-Holy-Zetsubousei,ROGUE-Subtlety-Mîkä-Mal'Ganis;156;true;0;1418;277656;0;12;2371;2354;Mistweaver;true
1621727720;2373;6;MONK-Mistweaver-Mysticallx,SHAMAN-Elemental-Thunderbudx-Stonemaul,WARRIOR-Arms-Budplat-Stonemaul;HUNTER-Beast Mastery-Togrok-Madoran,PALADIN-Retribution-Hydroponicz-Tichondrius,PRIEST-Holy-Shottey-Kil'jaeden;516;true;0;10588;1264689;0;13;2341;2347;Mistweaver;true
1621727122;2373;6;MONK-Mistweaver-Mysticallx,SHAMAN-Elemental-Thunderbudx-Stonemaul,WARRIOR-Arms-Budplat-Stonemaul;MAGE-Fire-Damãge-Illidan,PALADIN-Holy-Zetsubousei,ROGUE-Subtlety-Mîkä-Mal'Ganis;167;false;0;2891;226826;0;-12;2379;2334;Mistweaver;true
1621061244;572;6;MONK-Mistweaver-Mysticallx,SHAMAN-Elemental-Thunderbudx-Stonemaul,WARRIOR-Arms-Budplat-Stonemaul;PALADIN-Retribution-Solaireqt-Stormreaver,PRIEST-Discipline-Alright-Kil'jaeden,WARRIOR-Arms-Htwr-Mal'Ganis;210;true;0;3118;650786;0;12;2343;2323;Mistweaver;true
1621060816;1672;6;MONK-Mistweaver-Mysticallx,SHAMAN-Elemental-Thunderbudx-Stonemaul,WARRIOR-Arms-Budplat-Stonemaul;DEATHKNIGHT-Frost-Ziggurath-Tichondrius,DEMONHUNTER-Havoc-Nåx-BleedingHollow,SHAMAN-Restoration-Teenir-Hyjal;163;true;0;1918;686227;0;12;2315;2307;Mistweaver;true
1621060566;1505;6;MONK-Mistweaver-Mysticallx,SHAMAN-Elemental-Thunderbudx-Stonemaul,WARRIOR-Arms-Budplat-Stonemaul;PALADIN-Retribution-Syerzie-Sargeras,SHAMAN-Restoration-Jimin-Akama,WARRIOR-Arms-Mayoman-Sargeras;101;false;0;2333;223891;0;-11;2340;2361;Mistweaver;true
1621060282;980;6;MONK-Mistweaver-Mysticallx,SHAMAN-Elemental-Thunderbudx-Stonemaul,WARRIOR-Arms-Budplat-Stonemaul;PALADIN-Holy-Izzy-MoonGuard,SHAMAN-Enhancement-Vellidew-EmeraldDream,WARRIOR-Arms-Warbannerbtw-Illidan;278;false;0;7488;703199;0;-12;2380;2330;Mistweaver;true
1621059757;1672;6;MONK-Mistweaver-Mysticallx,SHAMAN-Elemental-Thunderbudx-Stonemaul,WARRIOR-Arms-Budplat-Stonemaul;DEATHKNIGHT-Frost-Bmhito-Illidan,PRIEST-Discipline-Neverscream-Illidan,WARRIOR-Arms-Jessicajin-Illidan;258;true;0;2535;1083162;0;13;2348;2362;Mistweaver;true
1621058826;617;6;MONK-Mistweaver-Mysticallx,SHAMAN-Elemental-Thunderbudx-Stonemaul,WARRIOR-Arms-Budplat-Stonemaul;DRUID-Feral-Valriuz-Drenden,HUNTER-Beast Mastery-Pxrÿ-LaughingSkull,PRIEST-Discipline-Fronkey-Uther;736;true;0;30279;1710242;0;12;2345;2321;Mistweaver;true
1621057933;572;6;MONK-Mistweaver-Mysticallx,SHAMAN-Elemental-Thunderbudx-Stonemaul,WARRIOR-Arms-Budplat-Stonemaul;PALADIN-Holy-Yourmombf-Sargeras,PRIEST-Shadow-Dréwmìllz-Sargeras,SHAMAN-Elemental-Daeshone-Illidan;315;true;0;7847;604050;0;11;2321;2294;Mistweaver;true
1621057425;1504;6;MONK-Mistweaver-Mysticallx,SHAMAN-Elemental-Thunderbudx-Stonemaul,WARRIOR-Arms-Budplat-Stonemaul;MAGE-Fire-Ñïz-BleedingHollow,PRIEST-Discipline-Pølarbearsz-BleedingHollow,ROGUE-Subtlety-Páïgèvêntürã-BleedingHollow;293;false;0;18761;291032;0;-12;2356;2327;Mistweaver;true
1620797580;617;6;MONK-Mistweaver-Mysticallx,SHAMAN-Elemental-Thunderbudx-Stonemaul,WARRIOR-Arms-Budplat-Stonemaul;MAGE-Fire-Ñïz-BleedingHollow,PRIEST-Discipline-Pølarbearsz-BleedingHollow,ROGUE-Subtlety-Páïgèvêntürã-BleedingHollow;588;true;0;54412;525316;0;13;2316;2346;Mistweaver;true
1620796819;2167;6;MONK-Mistweaver-Mysticallx,SHAMAN-Elemental-Thunderbudx-Stonemaul,WARRIOR-Arms-Budplat-Stonemaul;MAGE-Fire-Nightm-Blackrock,PRIEST-Holy-Challengerzx-Suramar,PRIEST-Shadow-Dadmompls-Tichondrius;571;false;0;18252;571296;0;-11;2344;2348;Mistweaver;true
1620796165;1505;6;MONK-Mistweaver-Mysticallx,SHAMAN-Elemental-Thunderbudx-Stonemaul,WARRIOR-Arms-Budplat-Stonemaul;DEATHKNIGHT-Frost-Drizlet-EmeraldDream,PRIEST-Shadow-Tatersp-Mal'Ganis,SHAMAN-Restoration-Plewt-Zul'jin;251;false;0;6106;646293;0;-11;2375;2366;Mistweaver;true
1620795824;1552;6;MONK-Mistweaver-Mysticallx,SHAMAN-Elemental-Thunderbudx-Stonemaul,WARRIOR-Arms-Budplat-Stonemaul;MONK-Windwalker-Norty-Kil'jaeden,PALADIN-Holy-Yourmombf-Sargeras,PRIEST-Shadow-Dréwmìllz-Sargeras;90;true;0;6090;132801;0;12;2349;2335;Mistweaver;true
1620795576;980;6;MONK-Mistweaver-Mysticallx,SHAMAN-Elemental-Thunderbudx-Stonemaul,WARRIOR-Arms-Budplat-Stonemaul;MONK-Windwalker-Senníe-DarkIron,PALADIN-Holy-Bluehairedho-Tichondrius,WARLOCK-Destruction-Metarunnerx-Tichondrius;202;true;0;8394;393197;0;12;2323;2307;Mistweaver;true
1620795268;1672;6;MONK-Mistweaver-Mysticallx,SHAMAN-Elemental-Thunderbudx-Stonemaul,WARRIOR-Arms-Budplat-Stonemaul;PALADIN-Retribution-Dellanz-Proudmoore,PALADIN-Retribution-Peers-MoonGuard,PRIEST-Discipline-Dotatwo-Hydraxis;30;false;0;2308;80018;0;-11;2351;2356;Mistweaver;true
1620795117;1911;6;MONK-Mistweaver-Mysticallx,SHAMAN-Elemental-Thunderbudx-Stonemaul,WARRIOR-Arms-Budplat-Stonemaul;DEMONHUNTER-Havoc-Karidh-Illidan,MONK-Windwalker-Mikelmonk-Illidan,PALADIN-Holy-Lyanaxx;201;true;1;15549;543216;0;12;2327;2300;Mistweaver;true
1620794776;572;6;MONK-Mistweaver-Mysticallx,SHAMAN-Elemental-Thunderbudx-Stonemaul,WARRIOR-Arms-Budplat-Stonemaul;MONK-Windwalker-Senníe-DarkIron,PALADIN-Holy-Bluehairedho-Tichondrius,WARLOCK-Destruction-Metarunnerx-Tichondrius;558;true;0;20043;1140991;0;12;2296;2303;Mistweaver;true
1620794138;2167;6;MONK-Mistweaver-Mysticallx,SHAMAN-Elemental-Thunderbudx-Stonemaul,WARRIOR-Arms-Budplat-Stonemaul;PALADIN-Holy-Renethekappa-Goldrinn,PALADIN-Retribution-Hojx-Proudmoore,WARRIOR-Arms-Lepolepolala-Nemesis;101;true;0;3509;173142;0;11;2267;2267;Mistweaver;true
1620793951;1672;6;MONK-Mistweaver-Mysticallx,SHAMAN-Elemental-Thunderbudx-Stonemaul,WARRIOR-Arms-Budplat-Stonemaul;PALADIN-Retribution-Popwings-Azralon,PRIEST-Holy-Oinomed-Azralon,PRIEST-Shadow-Soný-Nemesis;209;true;0;14271;337717;0;12;2231;2265;Mistweaver;true
1620793625;2373;6;MONK-Mistweaver-Mysticallx,SHAMAN-Elemental-Thunderbudx-Stonemaul,WARRIOR-Arms-Budplat-Stonemaul;DEMONHUNTER-Havoc-Karidh-Illidan,MONK-Windwalker-Mikelmonk-Illidan,PALADIN-Holy-Lyanaxx;102;true;1;16420;210250;0;10;2200;2213;Mistweaver;true
1620793437;2167;6;MONK-Mistweaver-Mysticallx,SHAMAN-Elemental-Thunderbudx-Stonemaul,WARRIOR-Arms-Budplat-Stonemaul;PALADIN-Retribution-Popwings-Azralon,PRIEST-Holy-Oinomed-Azralon,PRIEST-Shadow-Soný-Nemesis;132;false;0;7117;181385;0;-14;2227;2238;Mistweaver;true
1620793224;1552;6;MONK-Mistweaver-Mysticallx,SHAMAN-Elemental-Thunderbudx-Stonemaul,WARRIOR-Arms-Budplat-Stonemaul;DRUID-Feral-Moufdownsouf-Thrall,HUNTER-Beast Mastery-Rocketrex-Tichondrius,PRIEST-Discipline-Caliahaas-Tichondrius;118;false;0;0;315474;0;-13;2256;2256;Mistweaver;true
1620792968;1911;6;MONK-Mistweaver-Mysticallx,SHAMAN-Elemental-Thunderbudx-Stonemaul,WARRIOR-Arms-Budplat-Stonemaul;MAGE-Fire-Pópsmóké,PALADIN-Holy-Zetsubousei,WARLOCK-Affliction-Clozets-Mal'Ganis;33;false;0;7679;17024;0;-12;2280;2307;Mistweaver;true
1620792836;1552;6;MONK-Mistweaver-Mysticallx,SHAMAN-Elemental-Thunderbudx-Stonemaul,WARRIOR-Arms-Budplat-Stonemaul;DEATHKNIGHT-Frost-Bieuyeager-Azralon,PALADIN-Holy-Repgodx-Goldrinn,PALADIN-Retribution-Buffretspls-Azralon;453;false;0;6007;1294366;0;-12;2305;2325;Mistweaver;true
1620792151;1672;6;MONK-Mistweaver-Mysticallx,SHAMAN-Elemental-Thunderbudx-Stonemaul,WARRIOR-Arms-Budplat-Stonemaul;DEATHKNIGHT-Frost-Venvicta-Tichondrius,PRIEST-Holy-Titleistx-Illidan,WARRIOR-Arms-Skillmas-Tichondrius;146;false;0;1421;483464;0;-13;2343;2299;Mistweaver;true
1620791884;1504;6;MONK-Mistweaver-Mysticallx,SHAMAN-Elemental-Thunderbudx-Stonemaul,WARRIOR-Arms-Budplat-Stonemaul;DEATHKNIGHT-Frost-Drizlet-EmeraldDream,PALADIN-Holy-Ciap-Illidan,PRIEST-Shadow-Tatersp-Mal'Ganis;173;false;0;5873;403134;0;-12;2377;2355;Mistweaver;true
1620536245;1911;6;MONK-Mistweaver-Mysticallx,SHAMAN-Elemental-Thunderbudx-Stonemaul,WARRIOR-Arms-Budplat-Stonemaul;MAGE-Fire-Hydroo-Mal'Ganis,PALADIN-Holy-Ezpally-Zul'jin,SHAMAN-Elemental-Ichito-BleedingHollow;787;false;0;20720;1159522;0;-10;2424;2434;Mistweaver;true
1620535287;1672;6;MONK-Mistweaver-Mysticallx,SHAMAN-Elemental-Thunderbudx-Stonemaul,WARRIOR-Arms-Budplat-Stonemaul;DEATHKNIGHT-Frost-Duranteh-Illidan,DEMONHUNTER-Havoc-Lathoriel-Tichondrius,PRIEST-Discipline-Holymagetv-Illidan;123;false;0;0;352874;0;-9;2455;2447;Mistweaver;true
1620535073;617;6;MONK-Mistweaver-Mysticallx,SHAMAN-Elemental-Thunderbudx-Stonemaul,WARRIOR-Arms-Budplat-Stonemaul;PALADIN-Holy-Àjax-Sargeras,SHAMAN-Enhancement-Evelynsm-Illidan,WARRIOR-Arms-Xídada-Illidan;480;true;1;19055;1422960;0;14;2427;2418;Mistweaver;true
1620534485;1825;6;MONK-Mistweaver-Mysticallx,SHAMAN-Elemental-Thunderbudx-Stonemaul,WARRIOR-Arms-Budplat-Stonemaul;DEATHKNIGHT-Frost-Duranteh-Illidan,DEMONHUNTER-Havoc-Lathoriel-Tichondrius,PRIEST-Discipline-Holymagetv-Illidan;35;false;0;0;80475;0;-10;2464;2427;Mistweaver;true
1620534250;1552;6;MONK-Mistweaver-Mysticallx,SHAMAN-Elemental-Thunderbudx-Stonemaul,WARRIOR-Arms-Budplat-Stonemaul;MAGE-Fire-Ace-Dath'Remar,PRIEST-Discipline-Pridesp-Tichondrius,ROGUE-Subtlety-Eroener-Tichondrius;178;false;0;3150;212617;0;-7;2485;2532;Mistweaver;true
1620533842;1825;6;MONK-Mistweaver-Mysticallx,SHAMAN-Elemental-Thunderbudx-Stonemaul,WARRIOR-Arms-Budplat-Stonemaul;PALADIN-Retribution-Shleezy,PRIEST-Discipline-Høwtokill-Azralon,WARRIOR-Arms-Hookahmaster-Arthas;180;true;0;3157;590220;0;15;2455;2459;Mistweaver;true
1620533496;1552;6;MONK-Mistweaver-Mysticallx,SHAMAN-Elemental-Thunderbudx-Stonemaul,WARRIOR-Arms-Budplat-Stonemaul;MAGE-Fire-Nineliveszz-Tichondrius,MONK-Windwalker-Orcsephuz,PALADIN-Holy-Vindi-Korgath;368;false;0;6478;801756;0;-8;2480;2499;Mistweaver;true
1620190409;1134;6;MONK-Mistweaver-Mysticallx,SHAMAN-Elemental-Thunderbudx-Stonemaul,WARRIOR-Arms-Budplat-Stonemaul;DRUID-Restoration-Wolfzx-Kel'Thuzad,PRIEST-Shadow-Kelberot-Azralon,WARLOCK-Affliction-Printwarlock-Azralon;426;true;1;25696;1312140;0;16;2434;2487;Mistweaver;true
1620189736;2373;6;MONK-Mistweaver-Mysticallx,SHAMAN-Elemental-Thunderbudx-Stonemaul,WARRIOR-Arms-Budplat-Stonemaul;PALADIN-Holy-ßwønsämdï-Azralon,PRIEST-Shadow-Madrugz-Azralon,WARRIOR-Arms-Akjar-Azralon;396;true;0;22924;761135;0;14;2406;2403;Mistweaver;true
1620189232;2167;6;MONK-Mistweaver-Mysticallx,SHAMAN-Elemental-Thunderbudx-Stonemaul,WARRIOR-Arms-Budplat-Stonemaul;DEATHKNIGHT-Frost-Cwheezy-Zul'jin,MONK-Windwalker-Big-Zul'jin,PALADIN-Retribution-Cringthrotlr-Mal'Ganis;69;true;0;9658;165325;0;13;2379;2365;Mistweaver;true
1620189034;2373;6;MONK-Mistweaver-Mysticallx,SHAMAN-Elemental-Thunderbudx-Stonemaul,WARRIOR-Arms-Budplat-Stonemaul;MAGE-Fire-Nightm-Blackrock,PRIEST-Holy-Challengerzx-Suramar,PRIEST-Shadow-Dadmompls-Tichondrius;202;false;0;608;112838;0;-10;2409;2408;Mistweaver;true
1620188738;1672;6;MONK-Mistweaver-Mysticallx,SHAMAN-Elemental-Thunderbudx-Stonemaul,WARRIOR-Arms-Budplat-Stonemaul;DRUID-Balance-Lawban-Illidan,HUNTER-Beast Mastery-Konke-Tichondrius,PALADIN-Holy-Fiestaslocas-BurningLegion;603;true;1;31940;1339752;0;14;2376;2392;Mistweaver;true
1620187999;2373;6;MONK-Mistweaver-Mysticallx,SHAMAN-Elemental-Thunderbudx-Stonemaul,WARRIOR-Arms-Budplat-Stonemaul;MONK-Windwalker-Norty-Kil'jaeden,PALADIN-Holy-Yourmombf-Sargeras,PRIEST-Shadow-Dréwmìllz-Sargeras;229;true;0;10335;555698;0;13;2351;2331;Mistweaver;true
1620187070;1505;6;MONK-Mistweaver-Mysticallx,SHAMAN-Elemental-Thunderbudx-Stonemaul,WARRIOR-Arms-Budplat-Stonemaul;DRUID-Balance-Goodguygregx-Tichondrius,MAGE-Fire-Hotboxx,PALADIN-Holy-Lovepets-Illidan;217;true;0;15028;372050;0;13;2320;2332;Mistweaver;true
1620186741;980;6;MONK-Mistweaver-Mysticallx,SHAMAN-Elemental-Thunderbudx-Stonemaul,WARRIOR-Arms-Budplat-Stonemaul;DEATHKNIGHT-Frost-Xen-Mal'Ganis,DEMONHUNTER-Havoc-Demoncouch-Mal'Ganis,DRUID-Restoration-Treebo-Mal'Ganis;231;true;0;23292;696858;0;13;2287;2303;Mistweaver;true
1620186425;2167;6;MONK-Mistweaver-Mysticallx,SHAMAN-Elemental-Thunderbudx-Stonemaul,WARRIOR-Arms-Budplat-Stonemaul;DRUID-Restoration-Kêzz-Stormrage,SHAMAN-Enhancement-Tecunuman-Mal'Ganis,WARRIOR-Arms-Timmywarr-Stormrage;107;true;0;5879;242977;0;11;2258;2257;Mistweaver;true
1620186227;1134;6;MONK-Mistweaver-Mysticallx,SHAMAN-Elemental-Thunderbudx-Stonemaul,WARRIOR-Arms-Budplat-Stonemaul;DEATHKNIGHT-Frost-Xen-Mal'Ganis,DEMONHUNTER-Havoc-Demoncouch-Mal'Ganis,DRUID-Restoration-Treebo-Mal'Ganis;302;false;0;23177;1104452;0;-12;2292;2270;Mistweaver;true
1620185800;1672;6;MONK-Mistweaver-Mysticallx,SHAMAN-Elemental-Thunderbudx-Stonemaul,WARRIOR-Arms-Budplat-Stonemaul;MAGE-Fire-Damãge-Illidan,PRIEST-Discipline-Quillz-Cho'gall,ROGUE-Subtlety-Mîkä-Mal'Ganis;304;true;1;25270;299587;0;11;2268;2242;Mistweaver;true
1620185300;2373;6;MONK-Mistweaver-Mysticallx,SHAMAN-Elemental-Thunderbudx-Stonemaul,WARRIOR-Arms-Budplat-Stonemaul;DRUID-Restoration-Archyy,PRIEST-Shadow-Mearas-Kel'Thuzad,WARRIOR-Arms-Grey-Deathwing;573;true;0;18504;1303309;0;11;2243;2221;Mistweaver;true
1620184580;1504;6;MONK-Mistweaver-Mysticallx,SHAMAN-Elemental-Thunderbudx-Stonemaul,WARRIOR-Arms-Budplat-Stonemaul;MAGE-Fire-Lexfer-Ragnaros,PRIEST-Discipline-Jbmr-Ragnaros,ROGUE-Subtlety-Faceléss-Ragnaros;88;false;0;0;80693;0;-13;2279;2244;Mistweaver;true
1619931850;1552;6;MONK-Mistweaver-Mysticallx,SHAMAN-Elemental-Thunderbudx-Stonemaul,WARRIOR-Arms-Budplat-Stonemaul;DRUID-Restoration-Wolfzx-Kel'Thuzad,SHAMAN-Elemental-Dewnani-Garithos,WARLOCK-Affliction-Printwarlock-Azralon;634;true;0;18493;1903106;0;11;2246;2243;Mistweaver;true
1619931121;980;6;MONK-Mistweaver-Mysticallx,SHAMAN-Elemental-Thunderbudx-Stonemaul,WARRIOR-Arms-Budplat-Stonemaul;DRUID-Feral-Banal-EmeraldDream,HUNTER-Beast Mastery-Vistanegra-Sargeras,PRIEST-Holy-Djåwaken-Tichondrius;575;false;0;10224;1103465;0;-11;2272;2291;Mistweaver;true
1619930459;1911;6;MONK-Mistweaver-Mysticallx,SHAMAN-Elemental-Thunderbudx-Stonemaul,WARRIOR-Arms-Budplat-Stonemaul;SHAMAN-Enhancement-Boofaloof-Tichondrius,SHAMAN-Restoration-Jalapeños-Stormreaver,WARRIOR-Arms-Mcfeijoada-Azralon;399;true;0;12954;958669;0;10;2252;2199;Mistweaver;true
1619929808;1505;6;MONK-Mistweaver-Mysticallx,SHAMAN-Elemental-Thunderbudx-Stonemaul,WARRIOR-Arms-Budplat-Stonemaul;MAGE-Fire-Polynike-Tichondrius,PRIEST-Discipline-Spekdevil-Zul'jin,ROGUE-Assassination-Elwyns-Tichondrius;266;true;0;13080;592292;0;10;2227;2207;Mistweaver;true
1619929441;980;6;MONK-Mistweaver-Mysticallx,SHAMAN-Elemental-Thunderbudx-Stonemaul,WARRIOR-Arms-Budplat-Stonemaul;DRUID-Restoration-Wakuonx-Tichondrius,PRIEST-Shadow-Ssjsandman-Darkspear,WARLOCK-Affliction-Boltkill-Tichondrius;200;true;1;22480;399231;0;9;2205;2166;Mistweaver;true
1619928955;980;6;MONK-Mistweaver-Mysticallx,SHAMAN-Elemental-Thunderbudx-Stonemaul,WARRIOR-Arms-Budplat-Stonemaul;MAGE-Fire-Kuhr-Dragonmaw,PRIEST-Holy-Jeebor-Dragonmaw,ROGUE-Assassination-Prôzâkk-Dragonmaw;62;true;0;6271;20441;0;10;2179;2165;Mistweaver;true
1619928770;1911;6;MONK-Mistweaver-Mysticallx,SHAMAN-Elemental-Thunderbudx-Stonemaul,WARRIOR-Arms-Budplat-Stonemaul;MONK-Mistweaver-Adoreu-Ragnaros,PALADIN-Retribution-Yuzan-Sargeras,WARRIOR-Arms-Dackøzzt-Quel'Thalas;142;false;0;8565;293560;0;-13;2204;2222;Mistweaver;true
1619928489;1552;6;MONK-Mistweaver-Mysticallx,SHAMAN-Elemental-Thunderbudx-Stonemaul,WARRIOR-Arms-Budplat-Stonemaul;PRIEST-Discipline-Dômïnï-Ragnaros,SHAMAN-Enhancement-Angrymán-Ragnaros,WARRIOR-Arms-Bacön-Lightbringer;31;false;0;0;120891;0;-13;2234;2230;Mistweaver;true
1619928322;1672;6;MONK-Mistweaver-Mysticallx,SHAMAN-Elemental-Thunderbudx-Stonemaul,WARRIOR-Arms-Budplat-Stonemaul;DRUID-Feral-Banal-EmeraldDream,HUNTER-Beast Mastery-Vistanegra-Sargeras,PRIEST-Holy-Djåwaken-Tichondrius;191;false;0;0;426685;0;-12;2258;2285;Mistweaver;true
1619927956;572;6;MONK-Mistweaver-Mysticallx,SHAMAN-Elemental-Thunderbudx-Stonemaul,WARRIOR-Arms-Budplat-Stonemaul;MONK-Windwalker-Senníe-DarkIron,PALADIN-Holy-Bluehairedho-Tichondrius,WARLOCK-Affliction-Boats-Mal'Ganis;285;false;0;2701;827001;0;-12;2286;2292;Mistweaver;true
1619927573;1672;6;MONK-Mistweaver-Mysticallx,SHAMAN-Elemental-Thunderbudx-Stonemaul,WARRIOR-Arms-Budplat-Stonemaul;DRUID-Feral-Kendurance-Tichondrius,MAGE-Fire-Litchele-Sargeras,PRIEST-Discipline-Mayindre-Ravencrest;211;false;0;3157;439575;0;-10;2309;2343;Mistweaver;true
1619927222;1505;6;MONK-Mistweaver-Mysticallx,SHAMAN-Elemental-Thunderbudx-Stonemaul,WARRIOR-Arms-Budplat-Stonemaul;MONK-Windwalker-Senníe-DarkIron,PALADIN-Holy-Bluehairedho-Tichondrius,WARLOCK-Affliction-Boats-Mal'Ganis;181;true;0;4378;463393;0;12;2275;2298;Mistweaver;true
1619926813;1505;6;MONK-Mistweaver-Mysticallx,SHAMAN-Elemental-Thunderbudx-Stonemaul,WARRIOR-Arms-Budplat-Stonemaul;DRUID-Balance-Goodguygregx-Tichondrius,MAGE-Fire-Hotboxx,PALADIN-Holy-Lovepets-Illidan;184;true;1;9272;301814;0;12;2243;2259;Mistweaver;true
1619926051;2373;6;MONK-Mistweaver-Mysticallx,SHAMAN-Elemental-Thunderbudx-Stonemaul,WARRIOR-Arms-Budplat-Stonemaul;DRUID-Feral-Banal-EmeraldDream,HUNTER-Beast Mastery-Vistanegra-Sargeras,PRIEST-Holy-Djåwaken-Tichondrius;195;true;0;0;468464;0;10;2238;2225;Mistweaver;true
